2.0,16.0,8.0,0.1,10.0,0.4625833332538605
2.0,16.0,8.0,0.1,20.0,0.31708332896232605
2.0,16.0,8.0,0.1,30.0,0.2563333213329315
2.0,16.0,8.0,0.01,10.0,0.7772499918937683
2.0,16.0,8.0,0.01,20.0,0.8184166550636292
2.0,16.0,8.0,0.01,30.0,0.8221666812896729
2.0,16.0,8.0,0.001,10.0,0.8165000081062317
2.0,16.0,8.0,0.001,20.0,0.856416642665863
2.0,16.0,8.0,0.001,30.0,0.8637499809265137
2.0,16.0,8.0,0.0001,10.0,0.3687500059604645
2.0,16.0,8.0,0.0001,20.0,0.5214999914169312
2.0,16.0,8.0,0.0001,30.0,0.6201666593551636
2.0,16.0,8.0,1e-05,10.0,0.15166667103767395
2.0,16.0,8.0,1e-05,20.0,0.16983333230018616
2.0,16.0,8.0,1e-05,30.0,0.18658334016799927
2.0,16.0,32.0,0.1,10.0,0.640666663646698
2.0,16.0,32.0,0.1,20.0,0.7402499914169312
2.0,16.0,32.0,0.1,30.0,0.753333330154419
2.0,16.0,32.0,0.01,10.0,0.8332499861717224
2.0,16.0,32.0,0.01,20.0,0.856083333492279
2.0,16.0,32.0,0.01,30.0,0.8758333325386047
2.0,16.0,32.0,0.001,10.0,0.581083357334137
2.0,16.0,32.0,0.001,20.0,0.7462499737739563
2.0,16.0,32.0,0.001,30.0,0.8141666650772095
2.0,16.0,32.0,0.0001,10.0,0.1795833259820938
2.0,16.0,32.0,0.0001,20.0,0.22583332657814026
2.0,16.0,32.0,0.0001,30.0,0.2874999940395355
2.0,16.0,32.0,1e-05,10.0,0.13191667199134827
2.0,16.0,32.0,1e-05,20.0,0.13783332705497742
2.0,16.0,32.0,1e-05,30.0,0.14408333599567413
2.0,16.0,128.0,0.1,10.0,0.8246666789054871
2.0,16.0,128.0,0.1,20.0,0.8411666750907898
2.0,16.0,128.0,0.1,30.0,0.8644999861717224
2.0,16.0,128.0,0.01,10.0,0.7866666913032532
2.0,16.0,128.0,0.01,20.0,0.8417500257492065
2.0,16.0,128.0,0.01,30.0,0.8667500019073486
2.0,16.0,128.0,0.001,10.0,0.24108333885669708
2.0,16.0,128.0,0.001,20.0,0.42366665601730347
2.0,16.0,128.0,0.001,30.0,0.5200833082199097
2.0,16.0,128.0,0.0001,10.0,0.1419166624546051
2.0,16.0,128.0,0.0001,20.0,0.15725000202655792
2.0,16.0,128.0,0.0001,30.0,0.1679166704416275
2.0,16.0,128.0,1e-05,10.0,0.12491666525602341
2.0,16.0,128.0,1e-05,20.0,0.1274999976158142
2.0,16.0,128.0,1e-05,30.0,0.12966667115688324
